iters,fevals,fitness,time
0,31477,478.0,0.24744240000000006
1,62921,478.0,0.4347607
2,94326,479.0,0.6159956000000002
3,125852,481.0,0.7690865000000002
4,157337,480.0,0.9372310000000001
5,188803,480.0,1.1092783000000002
6,220266,482.0,1.280237
7,251726,480.0,1.4320738
8,283220,481.0,1.5636706
9,314710,483.0,1.7423419000000004
10,346195,484.0,1.9216616000000002
11,377632,486.0,2.0701933000000006
12,409104,491.0,2.2016997000000007
13,440524,496.0,2.3416276000000007
14,472000,497.0,2.4876450000000006
15,503445,499.0,2.6266554000000006
16,534911,496.0,2.757419300000001
17,566370,497.0,2.891226700000001
18,597812,498.0,3.0308924000000013
19,629281,498.0,3.1879939000000013
20,660740,500.0,3.336072200000001
21,692196,504.0,3.490135500000001
22,723674,504.0,3.6332967000000007
23,755125,506.0,3.7777999000000007
24,786529,505.0,3.928715600000001
25,817948,502.0,4.067373800000001
26,849424,503.0,4.227002700000001
27,880876,507.0,4.378555800000001
28,912367,506.0,4.504877700000001
29,943818,511.0,4.6462691000000005
30,975284,510.0,4.776843800000001
31,1006742,515.0,4.932772300000001
32,1038182,514.0,5.083767700000001
33,1069639,515.0,5.239712400000001
34,1101164,518.0,5.4007655
35,1132652,519.0,5.5642788
36,1164119,524.0,5.716004
37,1195571,523.0,5.873417999999999
38,1226994,525.0,6.0418042
39,1258506,522.0,6.2202760999999995
40,1289939,524.0,6.387857799999999
41,1321400,527.0,6.534438699999999
42,1352912,526.0,6.688893499999999
43,1384433,521.0,6.857200999999999
44,1415935,515.0,7.038627099999999
45,1447331,518.0,7.211561
46,1478794,520.0,7.365013899999999
47,1510261,521.0,7.539143599999999
48,1541732,519.0,7.7145838
49,1573212,519.0,7.8946883
50,1604705,520.0,8.068942100000001
51,1636180,521.0,8.2530636
52,1667674,523.0,8.434805200000001
53,1699135,525.0,8.606345500000002
54,1730596,523.0,8.767029400000002
55,1762029,523.0,8.9440579
56,1793446,526.0,9.1210825
57,1824913,526.0,9.3064031
58,1856383,520.0,9.487853100000002
59,1887824,520.0,9.672343900000001
60,1919287,517.0,9.849305700000002
61,1950749,515.0,10.033006900000002
62,1982187,517.0,10.199756500000003
63,2013642,514.0,10.359918100000003
64,2045088,522.0,10.527866000000005
65,2076550,519.0,10.692424300000004
