iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.138386846318,0.146980563087,0.142693085295,0.497702909648,0.451020408163,0.487755102041,0.645788336933,0.604992657856,0.639885222382,0.0034489
10,0.130170867592,0.137594700119,0.134081912751,0.569167942828,0.534693877551,0.557142857143,0.713898305085,0.685082872928,0.703956343793,0.0404676
20,0.128356689991,0.1364109102,0.132862318323,0.585502807555,0.540816326531,0.585714285714,0.728700300702,0.69220246238,0.729693741678,0.0642066
30,0.126223469128,0.133278284681,0.13044241627,0.602348136804,0.573469387755,0.60612244898,0.742394179894,0.719463087248,0.746386333771,0.0812416
40,0.123877311456,0.130762478214,0.128393288106,0.611536498213,0.583673469388,0.612244897959,0.749753370602,0.727272727273,0.750656167979,0.098421
50,0.118194840906,0.122886518895,0.121136063309,0.63527309852,0.624489795918,0.620408163265,0.765468570491,0.757255936675,0.755263157895,0.1141776
60,0.114160980872,0.116126072169,0.115389690733,0.64293006636,0.636734693878,0.624489795918,0.76364250718,0.760752688172,0.751351351351,0.1290364
70,0.111557702879,0.110413038865,0.111968321158,0.657733537519,0.659183673469,0.640816326531,0.782904322487,0.782268578879,0.766578249337,0.1477881
80,0.111497609869,0.110748581236,0.111059976013,0.657733537519,0.671428571429,0.648979591837,0.777869802882,0.787878787879,0.768194070081,0.1628415
90,0.109602516008,0.108940639734,0.11002663892,0.673813169985,0.675510204082,0.651020408163,0.793671294801,0.794307891332,0.776470588235,0.178198
100,0.108612287212,0.107588724134,0.108786335677,0.676110260337,0.683673469388,0.659183673469,0.792273694549,0.797913950456,0.778220451527,0.1980174
110,0.107810230037,0.106469202659,0.107669057137,0.677131189382,0.691836734694,0.663265306122,0.792384703758,0.802614379085,0.780876494024,0.2136729
120,0.108186848286,0.106920480046,0.108029537962,0.673557937723,0.689795918367,0.657142857143,0.789672751192,0.801566579634,0.776595744681,0.227838
130,0.108515211597,0.107557581006,0.10882180844,0.670750382848,0.687755102041,0.648979591837,0.789970693585,0.799475753604,0.773684210526,0.2427317
140,0.106999494104,0.105472665094,0.10692478177,0.677896886166,0.702040816327,0.673469387755,0.790921139828,0.807894736842,0.785522788204,0.2569675
150,0.106650833253,0.104092854207,0.106844247537,0.671771311894,0.689795918367,0.642857142857,0.790894308943,0.802597402597,0.767596281541,0.2707835
160,0.106009978269,0.103673886385,0.105884463425,0.676110260337,0.691836734694,0.657142857143,0.793356130923,0.803129074316,0.778364116095,0.2852953
170,0.104779691582,0.10303668632,0.105083157284,0.680704441041,0.69387755102,0.671428571429,0.795153102997,0.803149606299,0.786188579017,0.2993574
180,0.101264210421,0.0981751758125,0.100644126535,0.685043389484,0.697959183673,0.677551020408,0.797505743354,0.804232804233,0.791005291005,0.3147581
190,0.10107205826,0.0987556523074,0.102446969407,0.687595712098,0.695918367347,0.665306122449,0.800975609756,0.80420499343,0.784776902887,0.3303456
200,0.100324662744,0.0978449275114,0.100526207932,0.690148034712,0.695918367347,0.667346938776,0.8007222587,0.803689064559,0.784105960265,0.3446193
210,0.0986181844971,0.0958409054631,0.0991310779914,0.693976518632,0.691836734694,0.681632653061,0.80513570616,0.802614379085,0.79634464752,0.3589195
220,0.0982453934901,0.0954044330858,0.0984411852784,0.696273608984,0.697959183673,0.683673469388,0.80504587156,0.805263157895,0.797385620915,0.3742299
230,0.0969463246937,0.0939935932525,0.0965663168665,0.700612557427,0.708163265306,0.689795918367,0.803484670799,0.807537012113,0.795148247978,0.3887142
240,0.0957091558123,0.09246827579,0.0948870689059,0.708014293007,0.716326530612,0.704081632653,0.806233062331,0.810884353741,0.8,0.4057258
250,0.0939523872168,0.090615421784,0.092085154426,0.714650331802,0.724489795918,0.716326530612,0.809215017065,0.815321477428,0.806136680614,0.4207925
260,0.0934912872162,0.0906944055454,0.0921665762382,0.708269525268,0.716326530612,0.710204081633,0.807995968419,0.811907983762,0.806539509537,0.4353976
270,0.0927635992282,0.0909115531397,0.0919388106842,0.714395099541,0.722448979592,0.70612244898,0.810947795236,0.815718157182,0.801652892562,0.4502188
280,0.0924672497269,0.0901710415146,0.0912955404893,0.717713118938,0.718367346939,0.722448979592,0.812032630863,0.8125,0.811111111111,0.4658298
290,0.0915694964661,0.0886665944958,0.0905384452606,0.722817764165,0.736734693878,0.730612244898,0.814549180328,0.822068965517,0.81512605042,0.4805027
300,0.0914695514912,0.0886013149222,0.0915878421099,0.725880551302,0.734693877551,0.724489795918,0.816911012615,0.821428571429,0.811715481172,0.4945073
310,0.0910629139553,0.0886627031425,0.0915732776298,0.726391015824,0.724489795918,0.718367346939,0.818612521151,0.816824966079,0.808333333333,0.5106225
320,0.0910581569449,0.088137128593,0.0922311349309,0.728688106177,0.736734693878,0.714285714286,0.819309875914,0.824489795918,0.806094182825,0.5259151
330,0.0906007180272,0.0873725320968,0.0911812619415,0.732516590097,0.736734693878,0.722448979592,0.82134333447,0.823529411765,0.810584958217,0.5472434
340,0.0905276879072,0.0874399526883,0.0911640018328,0.728943338438,0.732653061224,0.716326530612,0.818894952251,0.820793433653,0.805594405594,0.5633652
350,0.0904691371,0.0875651793036,0.0913060391531,0.731750893313,0.736734693878,0.70612244898,0.819322674918,0.821576763485,0.799442896936,0.5798806
360,0.088927909823,0.0864119693703,0.0879302375985,0.743746809597,0.728571428571,0.736734693878,0.820906171959,0.81134751773,0.809453471196,0.5962789
