iters,fevals,fitness,time
0,10000,0.029905953042009194,45.30068659999961
1,20050,0.033082979269353045,90.40308309999818
2,30100,0.03420941591768689,135.47700359999726
3,40150,0.03578944946487283,180.53375839999717
4,50200,0.03717965423043428,225.61440829999992
5,60250,0.037653400962439104,279.6751855000002
6,70300,0.03955716827082668,338.7790008000011
7,80350,0.04059893885351611,383.8555511000013
8,90400,0.04048705443532884,428.8594862000027
9,100450,0.043171059750470024,473.950193100005
10,110500,0.04381864167515992,519.2267311000032
11,120550,0.04420429904760469,564.4892882000022
12,130600,0.04518310398768608,610.8955209000014
13,140650,0.045589879437942495,677.4030838000035
14,150700,0.04696146585236281,722.4086296000023
15,160750,0.04691862753232566,767.3486125000018
16,170800,0.04731000469279476,812.2791771000011
17,180850,0.0475529098808083,857.2047366000006
18,190900,0.04741323753037241,903.1992862999978
19,200950,0.04790143290484265,948.1585744999975
20,211000,0.04754026090862702,1010.8628714999977
21,221050,0.04960885846283496,1061.8686099999977
22,231100,0.050320810132327136,1106.664662999996
23,241150,0.05041866657883126,1151.5464148999963
24,251200,0.05001439660516259,1196.2653727999968
25,261250,0.05081363096579003,1241.2556395999964
26,271300,0.05085298954187858,1286.3032902999985
27,281350,0.050770957657886626,1352.7922997999995
28,291400,0.05080223419261294,1397.7693158999973
29,301450,0.050770957657886626,1442.6059839999944
30,311500,0.05143043974381892,1487.5380028999934
31,321550,0.05204781322777636,1532.3393341999945
32,331600,0.05130806428970355,1577.5458900999947
33,341650,0.05280363739888637,1622.566308599995
34,351700,0.05149572098303401,1682.542875199997
35,361750,0.05237301291344536,1734.500301199998
36,371800,0.05196082514119495,1779.3741472999973
37,381850,0.05196082514119495,1824.202672899999
38,391900,0.05266980083476036,1869.1088980999994
39,401950,0.05392633198415102,1914.0977858999977
40,412000,0.05400266830466974,1959.196370499998
41,422050,0.05354964916923523,2004.2617327999978
42,432100,0.05389339683808953,2073.6700513999967
43,442150,0.05370605203762214,2118.577255299995
44,452200,0.0539484513186435,2163.5329504999936
45,462250,0.05376498069402515,2208.5577568999943
46,472300,0.05551429293575253,2253.573600099993
47,482350,0.05529183930111132,2298.6194628999947
48,492400,0.05559523891173594,2343.7147924999954
49,502450,0.05637718477143692,2406.430582799996
